key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
60001,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 1-10)","","","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/depdun/depdun00010/depdun00010",0,174,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60002,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 11-20)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,175,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60003,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 21-30)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,176,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60004,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 31-40)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,177,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60005,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 41-50)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,178,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60006,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 51 - 60)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,204,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60007,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 61 - 70)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,205,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60008,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 71 - 80)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,206,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60009,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 81 - 90)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,207,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60010,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 91 - 100)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,208,0,False,"","","BNpcBase#0","This conflict was foreordained, you know. All is laid out upon the Wheel of Fate, free from the meddling hands of mortals.","Ah...yesss... So <Emphasis>this</Emphasis> is the Dark! I am becoming one with you now... It is... It is ecstasy! Yes! The Dark has chosen me! The bodies of the unwitting will be my vessels! I am immortal...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60011,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 101 - 110)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,209,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60012,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 111 - 120)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,210,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60013,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 121 - 130)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,211,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60014,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 131 - 140)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,212,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60015,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 141 - 150)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,213,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60016,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 151 - 160)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,214,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60017,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 161 - 170)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,215,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60018,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 171 - 180)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,216,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60019,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 181 - 190)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,217,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60020,"InstanceContentType#9",0,60,"Palast der Toten (Ebenen 191 - 200)","","","music/ffxiv/BGM_System_WinShot_02.scd","",0,218,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60021,"InstanceContentType#9",0,60,"Himmelssäule (Ebenen 1 - 10)","","","music/ffxiv/BGM_System_WinLoop.scd","ex2/depdun/depdun01040/depdun01040",0,540,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60022,"InstanceContentType#9",0,60,"Himmelssäule (Ebenen 11 - 20)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,541,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60023,"InstanceContentType#9",0,60,"Himmelssäule (Ebenen 21 - 30)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,542,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60024,"InstanceContentType#9",0,60,"Himmelssäule (Ebenen 31 - 40)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,543,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60025,"InstanceContentType#9",0,60,"Himmelssäule (Ebenen 41 - 50)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,544,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60026,"InstanceContentType#9",0,60,"Himmelssäule (Ebenen 51 - 60)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,545,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60027,"InstanceContentType#9",0,60,"Himmelssäule (Ebenen 61 - 70)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,546,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60028,"InstanceContentType#9",0,60,"Himmelssäule (Ebenen 71 - 80)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,547,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60029,"InstanceContentType#9",0,60,"Himmelssäule (Ebenen 81 - 90)","","","music/ffxiv/BGM_System_WinLoop.scd","",0,548,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60030,"InstanceContentType#9",0,60,"Himmelssäule (Ebenen 91 - 100)","","","music/ffxiv/BGM_System_WinShot_02.scd","",0,549,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
60031,"InstanceContentType#0",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
61000,"InstanceContentType#0",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
61001,"InstanceContentType#14",0,120,"Domanisches Mahjong: Anfänger (gewertet)","","","","",0,643,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
61002,"InstanceContentType#14",0,120,"Domanisches Mahjong: Fortgeschrittene (gewertet)","","","","",0,644,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
61003,"InstanceContentType#14",0,120,"Domanisches Mahjong:  4 Spieler (Kuitan aktiviert)","","","","",0,645,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
61004,"InstanceContentType#14",0,120,"Domanisches Mahjong:  4 Spieler (Kuitan deaktiviert)","","","","",0,650,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
61005,"InstanceContentType#0",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
62000,"InstanceContentType#15",0,60,"Luftwaffe, Feuer frei!","","","","",0,640,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
62001,"InstanceContentType#15",0,60,"Luftwaffe, Feuer frei!","","","","",0,641,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
62002,"InstanceContentType#15",0,60,"Luftwaffe, Feuer frei!","","","","",0,642,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
65000,"InstanceContentType#0",0,0,"","","","","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",0,0,"InstanceContentBuff#0","",0,0,0,0,0,False,0,0
65001,"InstanceContentType#2",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
